Mes;Total Nacional;Agricultura, ganadería y pesca;Minas y canteras;Manufactura;Suministro de Electricidad Gas Vapor y Aire acondicionado;Distribución de Agua Alcantarillado y gestión de desechos;Construcción;Comercio;Transporte y almacenamiento;Actividades de Alojamiento;Información y comunicación;Financieras y seguros;Actividades inmobiliarias;Actividades profesionales;Actividades de servicios administrativos y de apoyo;Administración pública y defensa;Enseñanza;Actividades de atención a salud;Actividades entretenimiento;Otras actividades de servicios;Actividades de los hogares como empleadores domésticos;Actividades de Organizaciones
may 2024;15724.38708;1158.744757;494.1172163;2467.599769;330.1480642;59.57840857;420.2466267;7444.4932;767.995856;239.9716171;411.8604943;563.8364706;283.0364966;581.075908;276.5010867;75.36123665;193.6875253;417.0757446;29.34571958;162.5960783;0.302661452;0.23279722
jun 2024;20856.34555;1938.874596;510.1122454;2851.171436;324.8619356;65.47173054;550.8011552;8803.177326;1754.966766;423.3722323;459.1159235;561.8468495;385.148284;1023.425851;398.6561105;75.3612316;262.102873;935.9963723;48.53954766;373.1926342;1.481410272;0.281628289
jul 2024;16087.57165;1152.693456;515.2803261;2495.935288;317.5691776;63.3975006;478.0988322;7726.40052;753.3196596;267.1558132;414.3313175;580.4570114;289.1719332;592.0690716;301.9202301;75.36123009;142.4610297;402.7193425;26.98261451;185.8208594;0.286933465;0.184031176
ago 2024;16446.65106;1117.792075;508.2790725;2563.952501;326.9909712;64.26427752;507.1639296;7908.593253;777.9117417;282.0079926;432.3865936;585.0085844;286.2781348;595.8553317;304.574295;75.36122964;224.1278706;380.4664158;31.01053324;171.4132113;0.307621748;0.227799979
sep 2024;16618.89552;1104.840983;541.4281876;2574.703516;313.4452735;65.18232801;525.8973819;7937.484271;787.940357;262.4958968;428.021584;598.758468;289.0543827;626.7735506;287.9961118;75.36122951;320.5596455;393.2724316;32.15567796;182.2712812;0.387607844;0.246964014
oct 2024;16784.75207;1182.378606;521.2798458;2657.229849;328.9920618;64.02316445;543.2929773;8026.420471;781.9456505;285.5846452;425.0038114;607.0370335;295.5438852;643.5812371;291.1343395;75.36122947;246.2649606;400.5687452;30.18433077;193.87337;0.274167843;0.237876186
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;ene 2022;;;;;;;;;;;;;;;;;;;;;
;feb 2022;;;;;;;;;;;;;;;;;;;;;
;mar 2022;;;;;;;;;;;;;;;;;;;;;
;abr 2022;;;;;;;;;;;;;;;;;;;;;
;may 2022;;;;;;;;;;;;;;;;;;;;;
;jun 2022;;;;;;;;;;;;;;;;;;;;;
;jul 2022;;;;;;;;;;;;;;;;;;;;;
;ago 2022;;;;;;;;;;;;;;;;;;;;;
;sep 2022;;;;;;;;;;;;;;;;;;;;;
;oct 2022;;;;;;;;;;;;;;;;;;;;;
;nov 2022;;;;;;;;;;;;;;;;;;;;;
;dic 2022;;;;;;;;;;;;;;;;;;;;;
;ene 2023;;;;;;;;;;;;;;;;;;;;;
;feb 2023;;;;;;;;;;;;;;;;;;;;;
;mar 2023;;;;;;;;;;;;;;;;;;;;;
;abr 2023;;;;;;;;;;;;;;;;;;;;;
;may 2023;;;;;;;;;;;;;;;;;;;;;
;jun 2023;;;;;;;;;;;;;;;;;;;;;
;jul 2023;;;;;;;;;;;;;;;;;;;;;
;ago 2023;;;;;;;;;;;;;;;;;;;;;
;sep 2023;;;;;;;;;;;;;;;;;;;;;
;oct 2023;;;;;;;;;;;;;;;;;;;;;
;nov 2023;;;;;;;;;;;;;;;;;;;;;
;dic 2023;;;;;;;;;;;;;;;;;;;;;
